commodity_name,commodity_category,initial_moisture_pct,initial_fat_pct,initial_ph,water_activity_aw,preservative_type,packaging_material_tested,actual_film_thickness_microns,actual_film_otr_cc_m2_day_atm,actual_film_wvtr_g_m2_day,storage_condition,storage_temperature_c,storage_rh_pct,headspace_gas_regime,measured_shelf_life_days,primary_failure_mode,kinetic_reaction_order,critical_endpoint_value,fssai_safety_compliance,empirical_research_citation
Alphonso Mangoes (GI Tagged Ratnagiri),Fresh Horticultural Produce,81.73,0.36,4.18,0.98,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Molded Sugarcane Bagasse Punnet with Laser Micro-perforated NatureFlex™ Lidding,34,6357.6,36.82,"Storage at 11.1°C, 85.1% RH",11.1,85.1,"3-5% O2, 5-8% CO2, balance N2 (delays climacteric ethylene peak)",14,Over-ripening / Senescence Pulp Softening & Anthracnose Stem Rot,Michaelis-Menten respiration kinetics,Reached critical spoilage limit on Day 14,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kudachikar et al., CSIR-CFTRI"
Kaju Katli,Traditional Sweets (Mithai),10.85,21.54,6.3,0.68,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,34,2948.2,39.53,"Storage at 34.0°C, 56.6% RH",34,56.6,Air Headspace (No MAP),9,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 9,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Freshwater Fish (Rohu Steaks),Fish & Seafood,76.19,2.78,6.47,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,85,389.1,60.03,"Storage at 0.4°C, 90.9% RH",0.4,90.9,Air Headspace (No MAP),1,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.14,0.5,5.21,0.35,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,42,23.4,4.48,"Storage at 28.8°C, 45.8% RH",28.8,45.8,Air Headspace (No MAP),52,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 52,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Rasgulla (In Light Syrup),Traditional Sweets (Mithai),52.27,4.52,6.11,0.92,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,61,163.5,52.08,"Storage at 20.6°C, 69.2% RH",20.6,69.2,Air Headspace (No MAP),11,Syrup Turbidity & Yeast Spoilage,Osmophilic microbial growth kinetics,Reached critical spoilage limit on Day 11,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Chhana Sweet Preservation Bulletin
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.28,1.88,6.52,0.55,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,63,53.4,2.98,"Storage at 35.8°C, 66.2% RH",35.8,66.2,Ambient Air,168,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 168,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Rasgulla (In Light Syrup),Traditional Sweets (Mithai),51.82,4.19,6.15,0.92,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,84,164.1,34.29,"Storage at 21.9°C, 70.2% RH",21.9,70.2,Air Headspace (No MAP),20,Syrup Turbidity & Yeast Spoilage,Osmophilic microbial growth kinetics,Reached critical spoilage limit on Day 20,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Chhana Sweet Preservation Bulletin
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.56,0.49,5.24,0.35,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Multi-ply FSC Kraft Paper Sack with Metallized NatureFlex™ Cellulose Barrier Liner,86,0.6,0.87,"Storage at 21.5°C, 62.0% RH",21.5,62,Ambient Air / N2 Flush,310,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 310,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Kaju Katli,Traditional Sweets (Mithai),11.38,21.81,6.29,0.68,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - FSC Virgin Food-Grade Paper Box with NatureFlex™ Cellulose Moisture-Lock Window,30,54.1,3.58,"Storage at 27.9°C, 59.0% RH",27.9,59,100% N2 Flushing (prevents fungal mold & silver vark blackening),23,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 23,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),38.52,11.55,5.79,0.85,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Retortable High-Barrier Bio-Pouch (AlOx-PLA / Bio-PBS),97,1.1,0.91,"Storage at 30.2°C, 65.8% RH",30.2,65.8,Hot Fill De-aeration / Syrup Headspace Exclusion,209,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 209,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.2,1.54,6.38,0.52,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Transparency Compostable PLA/PBAT Blown Film Bag,32,180.2,8.52,"Storage at 30.7°C, 69.9% RH",30.7,69.9,Ambient Air (insect resistance),214,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 214,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.1,99.75,6.5,0.2,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,37,69.7,11.31,"Storage at 30.9°C, 49.3% RH",30.9,49.3,Air Headspace (No MAP),60,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 60,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),37.35,12.27,5.83,0.85,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Retortable High-Barrier Bio-Pouch (AlOx-PLA / Bio-PBS),93,1.1,0.73,"Storage at 25.0°C, 53.4% RH",25,53.4,Hot Fill De-aeration / Syrup Headspace Exclusion,231,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 231,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Bikaneri Bhujia,Indian Snacks & Namkeen,1.84,34.51,5.89,0.22,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Metallized Cellulose / Bio-PBS Laminate Pouch,58,1,0.55,"Storage at 39.0°C, 54.9% RH",39,54.9,99.8% N2 Flushing (<0.5% residual O2 to prevent oil rancidity),113,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 113,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Toor Dal (Split Pigeon Peas),Pulses & Legumes,10.54,1.59,6.46,0.52,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,30,6036.7,28.64,"Storage at 23.7°C, 55.3% RH",23.7,55.3,Air Headspace (No MAP),79,Hard-to-Cook Defect & Pulse Beetle (Callosobruchus maculatus) Infestation,Pectin-phytate cell wall lignification,Reached critical spoilage limit on Day 79,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Pulse Storage Bulletin
Fresh Okra (Bhindi),Fresh Horticultural Produce,90.19,0.17,6.1,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,77,1171080.5,1728.05,"Storage at 9.5°C, 91.3% RH",9.5,91.3,Air Headspace (No MAP),1,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.41,12.51,5.82,0.46,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - AlOx / Metallized PLA Bio-Pouch (Capsaicin & Color Lock),88,1.1,0.61,"Storage at 35.8°C, 67.5% RH",35.8,67.5,Nitrogen Flush,243,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 243,Compliant across specified shelf life,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.77,0.49,5.19,0.35,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Multi-ply FSC Kraft Paper Sack with Metallized NatureFlex™ Cellulose Barrier Liner,59,1.3,1.04,"Storage at 23.4°C, 72.4% RH",23.4,72.4,Ambient Air / N2 Flush,200,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 200,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Gujarati Khakhra,Indian Snacks & Namkeen,2.98,12.5,6.12,0.25,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,36,57.2,2.03,"Storage at 23.0°C, 71.4% RH",23,71.4,Vacuum Sealed / Nitrogen Flushed,93,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 93,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Roasted Urad Dal Papad,Indian Snacks & Namkeen,11.94,1.68,6.47,0.55,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Moisture-Barrier NatureFlex / PLA Hermetic Pouch,59,83.5,1.63,"Storage at 26.8°C, 67.2% RH",26.8,67.2,Ambient Air,141,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 141,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Fresh Malai Paneer,Dairy Products,54.69,24.34,5.94,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,43,74.9,13.76,"Storage at 6.7°C, 90.1% RH",6.7,90.1,Air Headspace (No MAP),4,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 4,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.55,0.19,6.08,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,61,1126890.9,1937.35,"Storage at 9.1°C, 94.8% RH",9.1,94.8,Air Headspace (No MAP),2,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 2,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.38,1.75,6.5,0.55,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,84,5800.1,88.16,"Storage at 30.9°C, 59.9% RH",30.9,59.9,Air Headspace (No MAP),20,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 20,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Desi Cow Ghee,Dairy Fats,0.15,99.63,6.39,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber 100% Bio-based PHA Rigid Jar with Bio-PBS Induction Wad,344,1.6,1.35,"Storage at 38.5°C, 65.6% RH",38.5,65.6,100% N2 Headspace Sparging (<0.5% residual O2 to prevent photo-oxidation),285,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 285,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
Kerala Banana Chips (In Coconut Oil),Indian Snacks & Namkeen,2.2,32.73,5.81,0.24,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,66,122.9,27.89,"Storage at 30.5°C, 85.1% RH",30.5,85.1,Air Headspace (No MAP),12,Coconut Oil Hydrolytic Rancidity (Free Fatty Acids > 1.0%) & Soggy Texture,Lipid auto-oxidation kinetics,Reached critical spoilage limit on Day 12,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; ICAR-Central Plantation Crops Research Institute (CPCRI)
Green Chillies (Hari Mirch),Fresh Horticultural Produce,85.67,0.6,5.39,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Active Anti-Fog Micro-Perforated PLA/PBAT Produce Pouch,16,10439.4,74.91,"Storage at 9.8°C, 92.9% RH",9.8,92.9,"3% O2, 5% CO2, balance N2 (delays chlorophyll degradation)",9,"Calyx Rot, Pungency Loss & Red Color Senescence",Chlorophyllase enzymatic breakdown,Reached critical spoilage limit on Day 9,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; ICAR-Indian Institute of Vegetable Research (IIVR) Varanasi
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,31,25.31,6.21,0.88,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,51,10.7,3.89,"Storage at 3.4°C, 86.0% RH",3.4,86,"Vacuum Sealed or 30% CO2, 70% N2",9,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 9,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Fresh Malai Paneer,Dairy Products,54.37,24.47,5.83,0.98,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Barrier Certified Compostable Vacuum Film (Cellulose/AlOx-PLA/Bio-PBS),53,5.3,4.25,"Storage at 4.5°C, 86.0% RH",4.5,86,"40% CO2, 60% N2 (suppresses coliforms, yeasts & molds)",9,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 9,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Alphonso Mangoes (GI Tagged Ratnagiri),Fresh Horticultural Produce,82.86,0.4,4.21,0.98,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,73,707501.9,1051.3,"Storage at 12.9°C, 89.2% RH",12.9,89.2,Air Headspace (No MAP),2,Over-ripening / Senescence Pulp Softening & Anthracnose Stem Rot,Michaelis-Menten respiration kinetics,Reached critical spoilage limit on Day 2,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kudachikar et al., CSIR-CFTRI"
Gujarati Khakhra,Indian Snacks & Namkeen,2.98,12.85,6.12,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,63,25.6,1.24,"Storage at 32.2°C, 75.6% RH",32.2,75.6,Vacuum Sealed / Nitrogen Flushed,127,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 127,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Fresh Malai Paneer,Dairy Products,54.71,24.02,5.91,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,46,134.1,21.8,"Storage at 5.9°C, 87.4% RH",5.9,87.4,Air Headspace (No MAP),5,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 5,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Nashik Red Onions,Fresh Horticultural Produce,86.2,0.12,5.59,0.95,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),119,55239.5,472.92,"Storage at 24.5°C, 73.8% RH",24.5,73.8,Free Aeration (prevents neck rot),40,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 40,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Fresh Okra (Bhindi),Fresh Horticultural Produce,89.64,0.18,6.1,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High-Breathability Starch-PBAT Bio-Film with Engineered Laser Perforations,16,17099.8,73.04,"Storage at 9.8°C, 91.9% RH",9.8,91.9,"5% O2, 8% CO2, balance N2 (prevents surface blackening & mucilage breakdown)",7,Weight Loss (>8% causes pod flaccidity) & Ridge Blackening,Transpiration water vapor flux kinetics,Reached critical spoilage limit on Day 7,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CIPHET Postharvest Respiration Studies
Besan Ladoo,Traditional Sweets (Mithai),5.26,24.68,6.18,0.42,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Bio-based Paper/NatureFlex Pouch with Grease-Resistant Bio-Coating,41,49.4,4.58,"Storage at 31.1°C, 60.0% RH",31.1,60,Nitrogen Flush (residual O2 < 1.0%),66,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 66,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Nashik Red Onions,Fresh Horticultural Produce,87.09,0.1,5.62,0.95,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,34,929374.8,2228.01,"Storage at 30.8°C, 74.0% RH",30.8,74,Air Headspace (No MAP),10,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 10,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
